Title,Publisher,Description,Paid,Downloads,Views,Likes,Price,Link
Tyrannosaurus Rex,GoldenZtuff,"['The trex model was made in blender 2.9 and painted in substance painter , when subdivided the model have 85000 verts and when not is 14344 ,it comes with a game intended fbx of 3 LODS,LOD0=14344,LOD1=7772,LOD2=4012,and LOD3=1223', 'it comes with 4k,2k,1k textures for the trex body and for the OthersTxtures, it comes with Diffuse,Normal,Roughness,AmbientOclussion,and Emissive (just for the Eyes) Maps.', 'The blend file comes with a multiresolution modifier for the trex of 3 subdivisions,and with a Control Rig ,i also used a addon called Wiggle Bones for the bones in the neck,tail and leg,is used to make that effect of physics to the bones, they are not that really necessary if you want to animate and you can also delete them if you dont want to use the addon, i still did a tutorial on how to use addon,and a guide on how to use the rig,also a timelapse of the walk1anim so i can give you tips on how to use the rig, heres the link https://www.youtube.com/watch?v=eId0Y_r3XvQ  ,anyways thats it ,hope you like it!']",1,n/a,2,4100,$20.50 ,https://sketchfab.com/3d-models/tyrannosaurus-rex-f91c4287262b488ca7a835498fbdf97c
Maip macrothorax,robertfabiani,"['Maip a megaraptor dinosaur from the Late Cretaceous period, strides into the prehistoric scene with a name that reflects both its size and predatory nature. Despite its name, it’s important to note that Megaraptor is not a true member of the dromaeosaurid family, which includes famous raptors like Velociraptor.', 'Characterized by its large size and long, sickle-shaped claws on its feet, Megaraptor was likely a powerful predator. Fossil evidence suggests it had a sleek and agile build, making it well-adapted for hunting.', 'Embark on a journey to the Late Cretaceous with Megaraptor, a fascinating dinosaur that challenges traditional classifications. Explore the mysteries of this enigmatic predator with']",1,n/a,379,2,$333 ,https://sketchfab.com/3d-models/maip-macrothorax-32c114dc792d4ad0bf5116330c4814d5
Lambeosaurine Hadrosaur Jaw,Olof Moleman,"['Dentary bone of a juvenile lambeosaurine hadrosaur. Likely Hypacrosaurus sp.', 'Location: Two Medicine Formation, Western Montana, USA', 'Age:  Campanian, Late Cretaceous']",1,n/a,153,6,$5 ,https://sketchfab.com/3d-models/lambeosaurine-hadrosaur-jaw-42fa91603ede42d0b7371a4d6e78e965
Spinosaurus,kennethcplace,['The largest terrestrial predator of all time.'],1,n/a,1172,4,$24.99 ,https://sketchfab.com/3d-models/spinosaurus-e5726faf8c0c494782c9e8261fca7043
Dunkleosteus,robertfabiani,"['Dunkleosteus based on the latest evidence in paleontology. Dunkleosteus, a prehistoric fish that lived during the Late Devonian period. Dunkleosteus was a formidable and heavily armored predator that patrolled the ancient seas.', 'With its massive jaws and sharp bony plates, Dunkleosteus was at the top of the marine food chain. Fossil evidence suggests it could reach lengths of around 20 feet or more. Unlike modern fish, Dunkleosteus lacked true teeth but instead had sharp, bony plates that formed a powerful biting mechanism.', 'Dive into the ancient seas of the Late Devonian with Dunkleosteus, a fearsome fish that ruled the underwater realms. Explore the mysteries of this armored predator with.']",1,n/a,338,7,$65 ,https://sketchfab.com/3d-models/dunkleosteus-f4e22921a5984c59a4b74cba21686023
Spinosaur Vertebra Restored,Olof Moleman,"['A fragment of the neural arch of a Spinosaurid dorsal vertebra.\nSame specimen as https://sketchfab.com/3d-models/spinosaur-vertebra-1ad5f360ba2142f4b868d018f006f1c9 but I’ve mirrored the fossil to restore some of the missing parts.', 'Location: Taouz, Morocco', 'Geological Formation:  Ifezouane Formation, Kem Kem Basin', 'Age: Cenomanian, Late Cretaceous']",1,n/a,128,2,$3.99 ,https://sketchfab.com/3d-models/spinosaur-vertebra-restored-eaca4aef84884127ad6cadc4d0f9fbb2
Stegosaurus Second Brain?,dale711,"['This Stegosaurus vertebrae, located over it’s hips, features an enlarged area along the neural canal. In 1881 Palentologist O. C. Marsh suggested “a posterior braincase.”  This expansion also occurs in the largest sauropod dinosaurs.  Paleontologist Matt Wedel suggests it is a energy-rich glycogen body that is present in birds.  While the purpose for this feature is not known, it is certain that stegosaurs and sauropods  didn’t have a second brain. ', 'This speciman (FHPR 1192) is at the Utah Field House of Natural History State Park Museum, Vernal, Utah.']",0,4,39,3,n/a,https://sketchfab.com/3d-models/stegosaurus-second-brain-81a1972c87184a54bed95b285e805e9c
T-REX: The King of Beasts (ES2802 Model),waysonong,"['Gigantic. Ferocious. The “king of all kings”.', 'Mankind may reign the throne today but there is no doubt who will triumph in the Age of Giants. Simply picturing their huge stature and sheer power makes one wonder how helpless we would be if the kings were to live amongst us. True to their reputation, nothing commands fear and admiration much like the primitive King of Beasts – the Tyrannosaurus rex (rex meaning “king” in Latin). ', 'The T-rex once towered at a height of 5m, governing the food chain as the apex predator simply pierced and ripped away with its 1.2m long jaw. Thankfully for us, these carnivorous reptiles which once dominated the Earth no longer stand today. Now with this model, the King of Beasts is resurrected once more, perhaps terrorizing or entertaining you from the comforts of your home. Relive the Age of Dinosaurs and be a witness to the T-rex’s majestic kingdom!', 'Dino toy from JurongPoint, Singapore. Produced with Agisoft Metashape & edited with Photoshop.\nmax dim: 17cm X 30cm x 23cm']",0,142,1184,12,n/a,https://sketchfab.com/3d-models/t-rex-the-king-of-beasts-es2802-model-1910ba6ed2f04644b384e963b1cc4ceb
Vertebrate: Grallator Footprint (PRI 49745),Digital Atlas of Ancient Life,"['Fossil grallator type footprint counterpart from a three-toed bipedal dinosaur from the Late Triassic of Nyack, Rockland County, New York (PRI 49745). Specimen is part of the Paleontological Research Collections and on display at Museum of the Earth, Ithaca New York. Total length of rock is approximately 24 cm. Model by Jaleigh Pier.']",0,37,476,0,n/a,https://sketchfab.com/3d-models/vertebrate-grallator-footprint-pri-49745-3919e764adba4eb8bceed24c260e974e
"UW15561 - Edmontosaurus copei, tendons and spine",University of Wyoming Libraries,"['Taxonomy: Dinosauria>Ornithischia>Hadrosauridae>Edmontosaurus copei', 'Edmontosaurus copei is a species of ornithischian dinosaur from the late Cretaceous of North America. Part of the hadrosaurid group, Edmontosaurus copei has a broad “duckbill” beak as well as a crushing dental battery in its cheeks. Edmontosaurus copei was a large herbivore at 40-50 feet long and 12 feet tall. Edmontosaurus specimens have been found with preserved skin impressions, giving insight into what these animals looked like while they were alive. This specimen shows tendons and tail vertebrae.', 'Scanned with the David SLS-2']",0,21,106,4,n/a,https://sketchfab.com/3d-models/uw15561-edmontosaurus-copei-tendons-and-spine-d4a26baf40724504981e07b81b55489b
Styracosaurus,Animagamma,"['A Styracosaurus model with textures. Model can be subdivided if needed.', 'Normal map is 8192.', 'Color, Specular/Gloss, Cavity, Occlusion, and Displacement maps are 4096.', 'Collada, FBX, and OBJ formats included.']",1,n/a,392,5,$40 ,https://sketchfab.com/3d-models/styracosaurus-29d9a22efacc47de9111c6f052f4524b
Mosasaur vertebra,EDDyLab @ULiege,"['(Fr)', 'Voici une vertèbre de mosasaure, un grand reptile marin de l’époque des dinosaures. Ce mosasaure vivait dans la région de Liège il y a plus de 67 millions d’années, quand la région était recouverte d’une vaste mer.', 'Ce spécimen, ULg PA 20200616-04, provient des collections de paléontologie animale de l’Université de Liège http://eddylab.weebly.com/collections.html', '———————————————', '(En)', 'Here is a vertebra from a mosasaur, a large marine reptile from the dinosaur Era. This mosasaur lived in eastern Belgium more than 67 million years ago, when the region was covered by a vast sea.', 'This specimen, ULg PA 20200616-04, is housed in the collections of Fossil Animals at the Université de Liège http://eddylab.weebly.com/collections.html']",0,32,246,3,n/a,https://sketchfab.com/3d-models/mosasaur-vertebra-b7b91da5395d4a49a02b4bcc301b5645
Tyrannosaurus rex Tooth,Museo [UV] Historia Natural,"['Ejemplar: ** Réplica de diente completo de Tyrannosaurus rex\nEdad: Maastrichtiense (Cretácico) 66 Ma\nLocalidad: Formación Hell Creek, Dakota del Sur (Estados Unidos)\nDescripción: Réplica de escayola de un diente fósil de Tyrannosaurus rex. La pieza muestra algunas fracturas y cierto grado de deformación por compresión . \nDimensión ejemplar: 30 cm\nSigla museo, colección y entidad: \nTécnica digitalización / modelo: escaneado superficial, escáner 3d Einscan Pro\nSoftware empleado: Einscan Pro v3.1.0.2\nParámetros software: modo   , plataforma giratoria, número de escaneos, calidad, \nArchivo 3D: Obj,    Mb, \nAutor digitalización: José Antonio Villena Gómez.\nCita ejemplar: **modelo 3D colección dinosaurios  Museo Universitat de València de Historia Natural']",0,119,515,14,n/a,https://sketchfab.com/3d-models/tyrannosaurus-rex-tooth-158025d8582c49939623fdf3c1425eaa
micro ctscan recon of bipedal lizard in amber,BURMITE,"['Detailed optical images will be released of this bipedal vertebrate in Cretaceous amber from Hukawng valley in Kachin state Myanmar on our website www.aakz.com and like our ct scans everybody is free to edit and print them as they wish as they are all part of our open source science amber archive based in the Scottish Highlands where special high preservation Cretaceous vertebrates are selected for numerous imaging projects so that the results can be shared freely all over the world. The ctscan recon provided here focuses on the denser bone whereas the images reveal incredibly well preserved skin and tissues of the entire animal. Many ambers contain complete animals that do not reveal skeletals upon xraying whereas a few have some or all bone remaining, this scan shows the head eye mouth back shoulder arm and leg. Teachers can make science more fun by letting children play with cutting edge paleoscience with a Jurassic Park of dinosaurs']",0,12,447,4,n/a,https://sketchfab.com/3d-models/micro-ctscan-recon-of-bipedal-lizard-in-amber-1ba4d718476a4d2fa5c9b4ed524232fe
Mosasaurus,GoldenZtuff,"['The Mosasaurus 3d model was made in blender 2.9 and painted in substance painter ,is low poly and subdivison ready , without subdivision it haves  7,263 and with it 29449 verts (just counting  the mosasaurus body it is 4551 and with subdivision is 18624) , It is fully rigged with basic bones , it have a total of 5 animations : idle , swim1 ,swim 2 , assault and speed up .', 'The texture comes with 4k and 2k  textures : diffuse , normal , roughness ,height/displacement and AO maps , baked normal map from a high poly model and place it in the low poly model , uv wrapped it manually .', 'Eyes ,teeth and tongue , all is in one texture .', 'Comes with blend file and the textures attached in rar.', 'A short animation i did with this model : https://www.youtube.com/watch?v=FiQ-RSBRsVE&t=4s']",1,n/a,3000,18,$13.50 ,https://sketchfab.com/3d-models/mosasaurus-abdab5bcdd124364aeca069a594baf38
Cretaceous Sedimentary Structure_003,National Heritage Administration,"['Cretaceous Sedimentary Structure near Gyeseungsa Temple, Goseong\n\n고성 계승사 백악기 퇴적구조', '', 'Trace fossils formed during the Cretaceous Period of the Mesozoic Era, including ripple marks and rain prints, dinosaur footprints and sedimentary layers, are scattered around the grounds of Gyeseungsa Temple.\n<문화재정보 링크> ']",0,8,126,1,n/a,https://sketchfab.com/3d-models/cretaceous-sedimentary-structure-003-fdbf7b6f683644408b026f6fcc81d19a
Pyroraptor Killing Claw,Olof Moleman,"['Sculpture of part of the second left toe of Pyroraptor olympius. This is the toe that includes the “killing claw”.', 'Pyroraptor is a small dromaeosaur or “raptor” from the Late Cretaceous period of southeastern France. This animal was actually quite small. The claw is only around 6 cm long.', 'Sculpture d’une partie du deuxième orteil gauche de Pyroraptor olympius. C’est l’orteil qui comprend la “griffe meurtrière”.', 'Pyroraptor est un petit dromaeosaure ou “rapace” de la période du Crétacé supérieur du sud-est de la France. Cet animal était en fait assez petit. La griffe ne mesure qu’environ 6 cm de long.']",0,146,736,12,n/a,https://sketchfab.com/3d-models/pyroraptor-killing-claw-81d168a5292b49f28402cb0a103ba807
3D Foin- Tyranosaurus-rex,3DRT.com,"['If you’ve ever wondered what 6.8 metric tons of prehistoric terror looked like, your journey ends here. Enter Tyrannosaurus Rex: the Tyrant Lizard King.', 'The iconic king of dinosaurs and one of the largest land carnivores in Earth’s history, the T-Rex is certainly the most famous, and by far, the most common dinosaur to appear in fiction, movies and video games. They’re massive, powerful, terrifying and definitely can make your game a lot cooler.', 'Features:\nFully rigged, textured and animated.\n4 color options.', 'Polygon count: 5694 Triangles. ', 'Textures: 2048x2048 diffuse maps, normal map, specular map, specular color map', 'Animations:\nwalk\nrun\nstand\nidle\nroar\nattack 1\nattack 2\nattack 3\nattack 4\nhit 1\nhit 2\ndeath']",1,n/a,2123,2,$24 ,https://sketchfab.com/3d-models/3d-foin-tyranosaurus-rex-aa5a20c0bb3d45b99bbcedad8c6c17d5
Cretaceous Sedimentary Structure_001,National Heritage Administration,"['Cretaceous Sedimentary Structure near Gyeseungsa Temple, Goseong\n\n고성 계승사 백악기 퇴적구조', '', 'Trace fossils formed during the Cretaceous Period of the Mesozoic Era, including ripple marks and rain prints, dinosaur footprints and sedimentary layers, are scattered around the grounds of Gyeseungsa Temple.\n<문화재정보 링크> ']",0,7,98,1,n/a,https://sketchfab.com/3d-models/cretaceous-sedimentary-structure-001-8381b060f1094fa2a00f2b1524640c72
Ankylosaurus,FletchTech,['Ankylosaurus figure'],1,n/a,1228,15,$4 ,https://sketchfab.com/3d-models/ankylosaurus-d1c0d08fb44a4c24834c35efe71defe3
Tyrannosaurus Skeleton,Puppy3D,"['High-quality Tyrex Fossil with realistic modeling, perfect topology, and high resolution of polygon make it recommend for:', 'Have fun  :)']",1,n/a,1382,22,$30 ,https://sketchfab.com/3d-models/tyrannosaurus-skeleton-5663f050e5df44bebef7065d8ca48cd4
"UW11562 - Heptasuchus clarki, Skull",University of Wyoming Libraries,"['Taxonomy: Reptilia>Thecodontia>Rauisuchidae>Heptasuchus clarki', 'Heptasuchus clarki was a species of pseudosuchian reptile from the Triassic of modern-day North America. Pseudosuchians are closely related to dinosaurs and pterosaurs, differing only in how their ankles function. The only modern group of Pseudosuchians that exist are crocodilians. Heptasuchus clarki was hypercarnivorous and terrestrial, and could have been close to 5 meters long at adult size. ', 'Scanned with the David SLS-2']",0,21,112,3,n/a,https://sketchfab.com/3d-models/uw11562-heptasuchus-clarki-skull-32b26fb7b1e34904ac4b1983afc58ab8
"UW1093 - Titanoides primaevus, Maxilla",University of Wyoming Libraries,"['Period/Epoch: Tertiary / Paleocene\nRock Formation: Fort Union Fm.\nState, County: WY, Fremont', 'Taxonomy: Mammalia>Cimolesta>Titanoideidae>Titanoides primaevus', 'Titanoides primaevus is an extinct species of bear-like mammals from the Paleocene. The genus Titanoides had members that were near the size of modern-day rhinoceros. They are among the earliest large mammals following the extinction of dinosaurs, and their taxonomic relationships are controversial. This is the maxilla, or upper jaw, of this creature, and contains molars of the animal. ', 'Scanned with the David SLS-2']",0,17,102,2,n/a,https://sketchfab.com/3d-models/uw1093-titanoides-primaevus-maxilla-afb588bc7ad4441b9a52d2b266cb2dbe
micro ctscan recon of bipedal lizard in amber,BURMITE,"['Detailed optical images will be released of this bipedal vertebrate in Cretaceous amber from Hukawng valley in Kachin state Myanmar on our website www.aakz.com and like our ct scans everybody is free to edit and print them as they wish as they are all part of our open source science amber archive based in the Scottish Highlands where special high preservation Cretaceous vertebrates are selected for numerous imaging projects so that the results can be shared freely all over the world. The ctscan recon provided here focuses on the denser bone whereas the images reveal incredibly well preserved skin and tissues of the entire animal. Many ambers contain complete animals that do not reveal skeletals upon xraying whereas a few have some or all bone remaining, this scan shows the head eye mouth back shoulder arm and leg. Teachers can make science more fun by letting children play with cutting edge paleoscience with a Jurassic Park of dinosaurs']",0,12,447,4,n/a,https://sketchfab.com/3d-models/micro-ctscan-recon-of-bipedal-lizard-in-amber-1ba4d718476a4d2fa5c9b4ed524232fe
Spinosaur Chevron,Olof Moleman,"['A Spinosaurid chevron. ', 'Geological Formation:  Ifezouane Formation, Kem Kem Basin', 'Age: Cenomanian, Late Cretaceous']",1,n/a,170,5,$3.99 ,https://sketchfab.com/3d-models/spinosaur-chevron-00b7a8cbc7274bfa8c2acc2db14bdcad
"UW11562 - Heptasuchus clarki, Skull",University of Wyoming Libraries,"['Taxonomy: Reptilia>Thecodontia>Rauisuchidae>Heptasuchus clarki', 'Heptasuchus clarki was a species of pseudosuchian reptile from the Triassic of modern-day North America. Pseudosuchians are closely related to dinosaurs and pterosaurs, differing only in how their ankles function. The only modern group of Pseudosuchians that exist are crocodilians. Heptasuchus clarki was hypercarnivorous and terrestrial, and could have been close to 5 meters long at adult size. ', 'Scanned with the David SLS-2']",0,21,112,3,n/a,https://sketchfab.com/3d-models/uw11562-heptasuchus-clarki-skull-32b26fb7b1e34904ac4b1983afc58ab8
UMNHVP28348 Dynamoterror dynastes Right Frontal,WesternScienceCenter,"['UMNHVP28348, left frontal of the holotype of the Cretaceous tyrannosaur Dynamoterror dynastes. Original specimen housed at the Utah Museum of Natural History.']",0,32,234,1,n/a,https://sketchfab.com/3d-models/umnhvp28348-dynamoterror-dynastes-right-frontal-b5b92238607b4dc4a8c0e64301cb2b0c
Triceratops Ribs,Dale Utt,"['Exposed Triceratops ribs from a trip to Montana with PaleoProspectors. My good friend Drew and I will be prepping what we found, and I will be scanning and uploading the finished results, so keep an eye out for that.']",0,10,62,2,n/a,https://sketchfab.com/3d-models/triceratops-ribs-1692d83a5b1d43fbb98c754e5384e872
Unidentified thescelosaur bone,raymann,"['Currently unidentified bone from a thescelosaurus neglectus, latest cretaceous (Hell Creek formation) near Marmarth, ND']",0,15,48,2,n/a,https://sketchfab.com/3d-models/unidentified-thescelosaur-bone-29d9a02fe7bc4466a40ad2bcac2e75cd
Ichthyosaur bones found on Svalbard,haavardkjensen,['Fossilized Ichthyosaur bones from Carolinedalen/Janusfjellet.'],0,7,40,2,n/a,https://sketchfab.com/3d-models/ichthyosaur-bones-found-on-svalbard-5d92f61cbd1d496d99802105a557759d
Spinosaur Cervical Vertebra,Olof Moleman,"['A partial cervical vertebra arch of a spinosaurid. This is from somewhere in the back of the neck. Possibly C8 or C9.\nMirrored half in solid brown.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Width of fossil: 10.7 cm']",1,n/a,75,1,$4 ,https://sketchfab.com/3d-models/spinosaur-cervical-vertebra-b77de633e0a3428fbb5c645628d96b22
Hadrosaur Femur,Robert Mahon,"['In the Parkman Sandstone, near Teapot Dome (yes, that Teapot Dome), Wyoming']",0,33,413,5,n/a,https://sketchfab.com/3d-models/hadrosaur-femur-0d3387d4c45d49d1ac23d0d2a53a3e37
Keates Quarry Sauropod prints,Professor Dominic Powlesland,['Large Sauropod footprint measuring c. 1m in diameter with impressions of small footprints running across one side possibly from an infant Sauropod.'],0,17,152,2,n/a,https://sketchfab.com/3d-models/keates-quarry-sauropod-prints-6defd2166b384052a80df7de1d464ba1
Spinosaur Caudal Vertebra,Olof Moleman,"['A Spinosaurid caudal vertebra. This is from probably vertebra 8, 9 or 10. That would situate it in the first third of the tail. The spine on top is broken off but would have been much longer in life.', 'Location: Taouz, Morocco', 'Geological Formation:  Ifezouane Formation, Kem Kem Basin', 'Age: Cenomanian, Late Cretaceous', 'Height: 13.3 cm']",1,n/a,459,9,$4.20 ,https://sketchfab.com/3d-models/spinosaur-caudal-vertebra-90af8033ffd348fe83b4338b70cd39be
Thescelosaur right exoccipital,raymann,"['Right exocippital of a thescelosaurus neglectus, latest cretaceous (Hell Creek formation) near Marmarth, ND']",0,28,84,2,n/a,https://sketchfab.com/3d-models/thescelosaur-right-exoccipital-ca641114e632455fb8836a439cc53070
"UW46805 - Dinosauria, ribs with skin",University of Wyoming Libraries,"['Taxonomy: Dinosauria>>> Unknown', 'Dinosauria is a group of reptiles that first appeared in the Triassic time period on all continents. Non-avian dinosaurs went extinct at the end of the Cretaceous along with 75% of the rest of life on Earth, and are represented today by birds. Dinosaurs as a group are defined by having limbs directly underneath their bodies, as opposed to sprawling limbs like crocodilians and other reptiles. This specimen shows a fragment of a dinosaur torso, including ribs and skin impressions.', 'Scanned with the David SLS-2']",0,20,124,0,n/a,https://sketchfab.com/3d-models/uw46805-dinosauria-ribs-with-skin-55ff5271d9034fc391cb9d562ffd46d7
PBR T-Rex Skeleton,Ferocious Industries,"['A realistic T-Rex Skeleton!', 'Designed for games in Low-poly PBR including Albedo, Normal, AO, Metallic, and Roughness 4K textures.', 'This model from Ferocious Industries can be found in 5 different material skins, and this one uses the ‘Museum Clean’ texture set.', '39769 Triangles.']",1,n/a,290,7,$5 ,https://sketchfab.com/3d-models/pbr-t-rex-skeleton-d775cc4b04be44f9969d020c9cf1a6cb
Dino Skull,Koal the Kangaroo,"['Low-poly, nondescript dinosaur skull. Sort of inspired by T-rex and the like. Don’t know why there’s a dark spot, can’t seem to fix it.']",0,3,31,0,n/a,https://sketchfab.com/3d-models/dino-skull-6b8abb3dcb0f4d5893944217cf4c7212
carnotaurus,seth the yutyrannus,"['Carnotaurus was a carnivore. It lived in the Cretaceous period and inhabited South America. Its fossils have been found in places such as Argentina.', 'Carnotaurus was a carnivorous theropod that dwelled in what would become South America during the late Cretaceous period. Its name means “meat-eating bull”, and it resembles a Tyrannosaur with horns.', 'Scientists have been fortunate to have recovered a remarkably well-preserved skeleton of a Carnotaurus, which they have used to glean many insights not only into that genus but also many other theropods. Carnotaurus has the smallest forelimbs of all theropods, smaller even than those of the notoriously small-armed Tyrannorsaurus Rex. It is thought that the arms may have been entirely vestigial, serving no practical function, unlike the T. Rex’s arms, which are now suspected to have been functional.']",0,76,286,3,n/a,https://sketchfab.com/3d-models/carnotaurus-d3cf7ce5b212441f8281883bc8461980
Theropod Toe Bone,Olof Moleman,"['A toe bone of a theropod from Morocco. Possibly from a spinosaurd phalanx III from toe 4.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Length: 2.9 cm']",0,23,76,4,n/a,https://sketchfab.com/3d-models/theropod-toe-bone-92855f7891cc43b280d8acf5e9df70c6
Spinosaurus,GoldenZtuff,"['The Spinosaurus 3d was made in blender 2.9 and painted in substance painter , is subdivison ready , without subdivision it haves 6518 verts and when just subdividing the spino mesh, it haves 19550 verts , and when subdividing everything is 25952 verts , It is fully rigged with basic ik and constraints bones, in the blend file the rig is ready to use, i tested it in blender 3.0 and 3.2 and the rig works the same for me .', 'it have a total of 13 animations ', 'The texture comes with 4k, 2k and 1k textures : diffuse , normal , roughness (dry and wet) and AO maps , baked normal map from a high poly model and place it in the low poly model , uv wrapped it manually .', 'Comes with blend file and the textures attached in rar.']",1,n/a,1811,11,$15.50 ,https://sketchfab.com/3d-models/spinosaurus-409557ba95c34cfd844819930d24fc2c
"UW3222 - Stegosaurus sp., dorsal plate cast",University of Wyoming Libraries,"['Taxonomy: Dinosauria>Ornithischia>Stegosauridae>Stegosaurus sp.', 'Stegosaurus was a genus of ornithischian dinosaur from the Late Jurassic of modern-day western North America as well as in modern-day Portugal. Stegosaurids as a group were multi-ton sized, quadrupedal herbivores that had large bony plates that stood upright on their rounded back, as well as large spikes on their tails (nicknamed “thagomizers”) and, in some groups, on their shoulders and hips. Stegosaurus was found by O. C. Marsh during the Bone Wars of the mid-to-late 19th Century, and has been popularized in various media. This specimen shows one of the back plates. ', 'Scanned with the David SLS-2']",0,51,225,2,n/a,https://sketchfab.com/3d-models/uw3222-stegosaurus-sp-dorsal-plate-cast-87ca4a657ed641019ec76a592e59b710
Edmontosaurus Partial Maxilla,Olof Moleman,"['A partial right maxilla bone from an Edmontosaurus annectens. Roughly half of the front of the bone is missing. The maxilla bone is the tooth bearing part of the upper jaw.', 'Location: Lance Creek Formation, WY, USA', 'Age: Maastrichtian, Late Cretaceous', 'Length:  23.4 cm']",1,n/a,403,6,$4.50 ,https://sketchfab.com/3d-models/edmontosaurus-partial-maxilla-8626123ba4ca4847a42644dacf4a318a
Spinosaur Caudal Vertebra,Olof Moleman,"['A distal caudal vertebra of a Spinosaurid from Morocco. ', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Height: 6.7 cm']",1,n/a,368,5,$3.99 ,https://sketchfab.com/3d-models/spinosaur-caudal-vertebra-04826266342b410f8b8c24016cc566ff
Styracosaurus,robertfabiani,"['Styracosaurus, an iconic horned dinosaur from the Late Cretaceous, stands as a testament to the diversity of prehistoric life. Roaming the ancient landscapes of North America, this ceratopsian dinosaur captured attention with its elaborate frill and impressive array of horns.', 'Distinguished by a prominent nasal horn and a striking frill adorned with smaller spikes, Styracosaurus was a herbivore well-equipped for defense against potential predators. Fossil discoveries have illuminated not only its physical features but also aspects of its behavior and interactions within the ecosystem.', 'Step into the Late Cretaceous world with Styracosaurus, a herbivorous giant that left its mark on the prehistoric plains. Unearth the mysteries of this ceratopsian marvel with']",1,n/a,52,1,$89 ,https://sketchfab.com/3d-models/styracosaurus-085ce31966a44200b03ff87f0a172e5a
Stegosaurus 3D Model,daniel_ironico,['3D Model of an ancient Stegosaurus fossil'],0,30,65,0,n/a,https://sketchfab.com/3d-models/stegosaurus-3d-model-f068cf433e03419398668c8b1d79a681
Edmontosaurus Jaw Fragment,Olof Moleman,"['A jaw fragment with dental battery of an Edmontosaurus. ', 'Location: Hell Creek Formation, SD, USA', 'Age:  Maastrichtian, Late Cretaceous', 'Length:  5.2 cm']",0,45,294,3,n/a,https://sketchfab.com/3d-models/edmontosaurus-jaw-fragment-3c7cee8c9cf24e68b7db2a63a584f36f
Saber-Toothed Tiger Cat - Ice Age Smilodon,Nate Loper  🗺️ ⛏🏺,"['3D scan of a Saber-toothed Cat (Smilodon) skull from the Bess Bower Museum of Lake County.  Sometimes called a saber-toothed tiger, there have been many recovred from California’s La Brea Tar Pits.']",0,250,1227,43,n/a,https://sketchfab.com/3d-models/saber-toothed-tiger-cat-ice-age-smilodon-5737f1c39e184a2da1c581b9fab7ec46
"UW6110 - Pachycephalosaurus wyomingensis, Dome",University of Wyoming Libraries,"['Taxonomy: Dinosauria>Ornithischia>Pachycephalosauridae>Pachycephalosaurus wyomingensis', 'Pachycephalosaurs were ornithischian dinosaurs from the Cretaceous of North America and Asia. They are a sister group to the ceratopsians, and are characterized by very thick skull domes, which are the most common part of them preserved in the fossil record due to their size and thickness. The growth cycle of pachycephalosaurs is unclear due to the lack of these domes in the smaller genera, and it is generally presumed that the domes grew over the lifespan of the animal. There has been many studies done on the potential purpose and targets of these domes, and many have been found with significant head wounds. This specimen shows the top of a head dome.', 'Scanned with the David SLS-2']",0,20,124,3,n/a,https://sketchfab.com/3d-models/uw6110-pachycephalosaurus-wyomingensis-dome-2e97be5068ff4833956306d79cc9ba17
Spinosaurus Cervical Vertebra,Olof Moleman,"['The centrum of a cervical vertebra of a Spinosaur from Morocco. Likely Spinosaurus aegyptiacus. It cannot be from Sigilmassasaurus brevicollis due to the lack of triangular rugose plateau on the underside. The specimen has some dorsoventral crushing.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Length: 11.8 cm']",1,n/a,292,3,$4 ,https://sketchfab.com/3d-models/spinosaurus-cervical-vertebra-0769d53b3937445a9086bd8d94a40314
Spinosaurus Caudal Vertebra,Olof Moleman,"['An anterior caudal vertebra of a Spinosaurid from Morocco. Probably caudal 2 or 3. Nearly identical to the holotype.', 'Location: Kem Kem Beds, Morocco', 'Age: Cenomanian, Late Cretaceous', 'Height: 21 cm']",1,n/a,1,214,$5 ,https://sketchfab.com/3d-models/spinosaurus-caudal-vertebra-d8c1c2baba234732ada88afc6a1c0141
Hadrosaur Humerus,Olof Moleman,"['A left humerus of an adult hadrosaur. Likely saurolophinae due to it having a slender morphology. Fits with the morphology of Gryposaurus.', 'Location: Hamilton, Montana, USA', 'Age:  Campanian, Late Cretaceous', 'Length: 50 cm']",1,n/a,75,3,$9 ,https://sketchfab.com/3d-models/hadrosaur-humerus-ada96a719bfa439e8b8828cd69f263e7
